annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;numero_jokerplus;devise;
2009214;MERCREDI;20090812;20091012;6;33;17;34;39;5;6-17-33-34-39+5;0;0;2;140921,2;318;1604;16720;13,5;265892;6;591654;2;8 376 543;eur;
2009213;LUNDI   ;20090810;20091010;5;22;31;2;24;6;2-5-22-24-31+6;0;0;0;0;454;1170,2;19098;7,6;235805;4,3;277597;2;6 659 457;eur;
2009212;SAMEDI  ;20090808;20091008;41;20;16;38;2;9;2-16-20-38-41+9;0;0;2;170277,7;454;1385,1;21513;12,9;337376;5,9;506514;2;0 151 147;eur;
2009211;MERCREDI;20090805;20091005;40;10;29;20;43;7;10-20-29-40-43+7;0;0;0;0;542;1472,7;22527;9,7;279586;5,6;722922;2;8 053 249;eur;
2009210;LUNDI   ;20090803;20091003;9;38;18;26;49;8;9-18-26-38-49+8;1;3000000;2;91315;304;1076,8;14316;10;206858;4,9;293660;2;8 579 938;eur;
2009209;SAMEDI  ;20090801;20091001;44;10;18;45;22;6;10-18-22-44-45+6;0;0;2;169962,5;675;942,3;27796;10;395875;5;536390;2;1 554 892;eur;
2009208;MERCREDI;20090729;20090928;16;25;14;35;3;3;3-14-16-25-35+3;1;4000000;2;140556;552;937,6;22489;10;313013;5,1;499168;2;2 491 017;eur;
2009207;LUNDI   ;20090727;20090926;18;47;7;13;48;4;7-13-18-47-48+4;0;0;1;176144,9;344;960;17031;8,4;228566;4,5;309492;2;2 093 840;eur;
2009206;SAMEDI  ;20090725;20090924;27;40;3;14;33;9;3-14-27-33-40+9;0;0;7;52060,8;634;1011,4;26186;10,7;373567;5,3;508329;2;0 662 792;eur;
2009205;MERCREDI;20090722;20090921;24;35;45;28;17;6;17-24-28-35-45+6;1;13000000;3;109605,4;702;855,1;23445;11,1;343547;5,4;526981;2;6 535 825;eur;
2009204;LUNDI   ;20090720;20090919;27;23;44;34;5;1;5-23-27-34-44+1;0;0;1;197153,4;352;1054,5;14766;11;223297;5,2;236213;2;9 142 538;eur;
2009203;SAMEDI  ;20090718;20090917;44;14;26;34;9;9;9-14-26-34-44+9;0;0;1;370797,7;730;1008,7;30656;10,5;430764;5,3;604612;2;9 583 504;eur;
2009202;MERCREDI;20090715;20090914;4;1;23;14;25;10;1-4-14-23-25+10;0;0;4;74063,9;765;696;28625;8;370718;4,4;292975;2;7 785 981;eur;
2009201;LUNDI   ;20090713;20090912;26;2;20;34;18;1;2-18-20-26-34+1;0;0;0;0;321;1857,3;15821;10,4;225269;5,2;238144;2;8 597 701;eur;
2009200;SAMEDI  ;20090711;20090910;14;17;35;5;42;1;5-14-17-35-42+1;0;0;3;126626,7;567;1213,7;27635;10,9;407679;5,3;435886;2;4 361 133;eur;
2009199;MERCREDI;20090708;20090907;16;4;10;6;5;3;4-5-6-10-16+3;0;0;7;45108,1;1346;417,1;40809;5,9;436041;3,9;525090;2;4 544 004;eur;
2009198;LUNDI   ;20090706;20090905;12;31;32;44;45;2;12-31-32-44-45+2;0;0;0;0;275;1996,6;12151;12,5;190731;5,6;240018;2;7 246 036;eur;
2009197;SAMEDI  ;20090704;20090903;39;4;8;43;27;3;4-8-27-39-43+3;0;0;5;75776,3;661;1018,3;27172;10,8;402218;5,2;660742;2;3 265 333;eur;
2009196;MERCREDI;20090701;20090831;34;5;28;13;29;4;5-13-28-29-34+4;0;0;2;142296,1;499;1046,7;24115;9,5;343269;4,7;470723;2;2 130 480;eur;
2009195;LUNDI   ;20090629;20090829;35;43;9;28;10;8;9-10-28-35-43+8;0;0;1;174954,8;260;1248,9;12404;11,5;197301;5,1;283856;2;9 016 872;eur;
2009194;SAMEDI  ;20090627;20090827;13;4;3;41;6;8;3-4-6-13-41+8;0;0;3;119611,8;729;899,8;35069;8,1;462331;4,4;592757;2;8 507 730;eur;
2009193;MERCREDI;20090624;20090824;17;21;22;16;4;1;4-16-17-21-22+1;1;4000000;2;144777,2;643;835,7;26834;8,7;364146;4,5;336715;2;4 441 962;eur;
2009192;LUNDI   ;20090622;20090822;36;17;42;28;41;4;17-28-36-41-42+4;0;0;0;0;263;2016,3;11778;12,4;174525;6;308411;2;4 492 197;eur;
2009191;SAMEDI  ;20090620;20090820;26;27;49;21;33;7;21-26-27-33-49+7;0;0;2;181843;498;1356;26508;11,2;402872;5,3;942887;2;6 218 320;eur;
2009190;MERCREDI;20090617;20090817;3;27;41;8;37;2;3-8-27-37-41+2;1;10000000;4;86258,8;683;908,8;25741;10,5;378472;5,1;437257;2;0 468 337;eur;
2009189;LUNDI   ;20090615;20090815;49;11;41;21;40;4;11-21-40-41-49+4;0;0;0;0;296;2012,4;14535;11,3;215985;5,4;334697;2;7 700 185;eur;
2009188;SAMEDI  ;20090613;20090813;39;16;46;28;24;4;16-24-28-39-46+4;0;0;2;202539,8;641;1186,9;27446;12,2;411700;5,8;693397;2;5 681 945;eur;
2009187;MERCREDI;20090610;20090810;45;42;27;49;48;7;27-42-45-48-49+7;0;0;2;164121,1;601;1016;22784;11,7;319694;5,9;846991;2;0 478 758;eur;
2009186;LUNDI   ;20090608;20090808;31;29;41;25;22;5;22-25-29-31-41+5;0;0;2;99355,9;304;1173,1;14878;10,5;213469;5,2;417815;2;1 648 798;eur;
2009185;SAMEDI  ;20090606;20090806;32;46;13;33;15;10;13-15-32-33-46+10;0;0;2;243996,7;601;1530,3;30463;13,4;496398;5,8;546584;2;1 568 406;eur;
2009184;MERCREDI;20090603;20090803;46;21;32;26;14;6;14-21-26-32-46+6;1;6000000;3;100296,6;566;961,6;20559;11,5;289921;5,8;465687;2;5 268 491;eur;
2009183;LUNDI   ;20090601;20090801;18;26;47;24;35;1;18-24-26-35-47+1;0;0;0;0;228;2003,2;10558;11,9;159327;5,6;188661;2;8 599 507;eur;
2009182;SAMEDI  ;20090530;20090730;30;25;34;14;10;9;10-14-25-30-34+9;0;0;1;332493,7;604;1080,3;29005;9,8;410030;4,9;512913;2;7 387 285;eur;
2009181;MERCREDI;20090527;20090727;7;48;5;3;23;7;3-5-7-23-48+7;0;0;3;95287,3;866;602,1;33946;6,6;394826;4;732482;2;8 535 336;eur;
2009180;LUNDI   ;20090525;20090725;46;40;6;3;25;4;3-6-25-40-46+4;0;0;2;87759,1;268;1168;11925;11,5;183914;5,3;288428;2;3 211 110;eur;
2009179;SAMEDI  ;20090523;20090723;38;13;33;3;25;3;3-13-25-33-38+3;1;2000000;5;71291,7;836;764,3;31079;8,9;394725;5;602644;2;0 963 110;eur;
2009178;MERCREDI;20090520;20090720;35;28;15;3;23;10;3-15-23-28-35+10;1;2000000;1;276033,7;569;939,6;22737;10,2;325115;5,1;282352;2;0 867 351;eur;
2009177;LUNDI   ;20090518;20090718;49;26;35;34;28;4;26-28-34-35-49+4;1;3000000;0;0;211;2508;11208;13,1;169026;6,2;319670;2;6 739 579;eur;
2009176;SAMEDI  ;20090516;20090716;1;2;26;44;7;9;1-2-7-26-44+9;0;0;3;124371,6;715;953,1;34195;8,7;468338;4,5;532023;2;8 095 226;eur;
2009175;MERCREDI;20090513;20090713;38;36;49;39;12;10;12-36-38-39-49+10;1;6000000;1;295057,6;372;1522,5;19247;13;291551;6,1;313644;2;5 221 453;eur;
2009174;LUNDI   ;20090511;20090711;15;27;48;9;34;6;9-15-27-34-48+6;0;0;2;98157,5;361;981,8;14931;10,4;211990;5,2;301617;2;6 975 275;eur;
2009173;SAMEDI  ;20090509;20090709;45;28;22;30;20;3;20-22-28-30-45+3;0;0;1;350103,9;571;1204,1;28735;10,5;420850;5,1;653864;2;2 259 481;eur;
2009172;MERCREDI;20090506;20090706;48;36;13;20;44;1;13-20-36-44-48+1;0;0;0;0;451;1961,3;19547;12,5;299553;5,8;347362;2;9 035 034;eur;
2009171;LUNDI   ;20090504;20090704;33;1;23;12;46;1;1-12-23-33-46+1;0;0;1;182305;324;1053,7;14320;10,4;204974;5,2;217614;2;6 181 191;eur;
2009170;SAMEDI  ;20090502;20090702;7;15;11;5;23;1;5-7-11-15-23+1;1;19000000;13;35791,9;2229;369,4;65821;5,4;679047;3,7;531899;2;1 866 211;eur;
2009169;MERCREDI;20090429;20090629;4;30;29;26;15;3;4-15-26-29-30+3;0;0;1;443044,8;1086;827,8;44207;8,8;568051;4,9;837015;2;7 208 331;eur;
2009168;LUNDI   ;20090427;20090627;9;37;21;34;4;2;4-9-21-34-37+2;0;0;3;75099,8;351;1135,1;15706;11,1;241585;5,1;281483;2;8 696 033;eur;
2009167;SAMEDI  ;20090425;20090625;34;23;49;9;20;8;9-20-23-34-49+8;0;0;4;105831;685;1114,4;31076;10,8;466360;5,1;665356;2;0 973 069;eur;
2009166;MERCREDI;20090422;20090622;2;31;49;33;43;9;2-31-33-43-49+9;0;0;1;303978,9;327;1783,1;18215;14,2;297859;6,2;478234;2;8 565 135;eur;
2009165;LUNDI   ;20090420;20090620;11;34;38;43;12;3;11-12-34-38-43+3;0;0;1;200664;275;1363,8;13480;12,3;217853;5,4;365456;2;7 987 651;eur;
2009164;SAMEDI  ;20090418;20090618;31;20;45;12;32;8;12-20-31-32-45+8;0;0;2;197642,4;640;1159,1;28775;11,3;429587;5,4;635576;2;8 709 017;eur;
2009163;MERCREDI;20090415;20090615;23;43;37;12;39;8;12-23-37-39-43+8;0;0;1;295802;461;1239,3;21052;11,9;303590;5,9;513859;2;8 551 007;eur;
2009162;LUNDI   ;20090413;20090613;20;24;30;11;9;1;9-11-20-24-30+1;0;0;3;57691,8;701;440,7;20531;6,5;238324;4;222781;2;4 897 423;eur;
2009161;SAMEDI  ;20090411;20090611;21;5;2;23;19;7;2-5-19-21-23+7;0;0;10;40965,2;1364;533;45539;6,9;530741;4,2;975291;2;4 716 754;eur;
2009160;MERCREDI;20090408;20090608;46;33;10;34;7;6;7-10-33-34-46+6;0;0;1;292998,4;377;1491,6;20618;12,1;333187;5,3;472555;2;1 129 942;eur;
2009159;LUNDI   ;20090406;20090606;43;33;48;31;28;7;28-31-33-43-48+7;0;0;2;95419,2;264;1290,8;11329;13,3;173553;6,2;457227;2;6 152 769;eur;
2009158;SAMEDI  ;20090404;20090604;37;41;27;8;45;6;8-27-37-41-45+6;0;0;2;185276,1;589;1174,9;26471;11,5;382334;5,7;596744;2;0 668 219;eur;
2009157;MERCREDI;20090401;20090601;37;27;30;22;45;3;22-27-30-37-45+3;0;0;1;276909,8;369;1433,1;20049;11,7;303861;5,5;527759;2;4 823 292;eur;
2009156;LUNDI   ;20090330;20090530;32;47;45;29;24;10;24-29-32-45-47+10;0;0;1;175182,7;226;1433,1;10607;13,5;165311;6,2;168098;2;1 487 361;eur;
2009155;SAMEDI  ;20090328;20090528;19;26;23;22;27;2;19-22-23-26-27+2;1;8000000;11;38838,1;891;845,7;36828;8,9;523018;4,4;500451;2;2 296 958;eur;
2009154;MERCREDI;20090325;20090525;10;34;15;33;5;7;5-10-15-33-34+7;0;0;4;80049,1;456;1243,1;23845;10,5;350384;5,1;805841;2;6 569 548;eur;
2009153;LUNDI   ;20090323;20090523;1;25;10;2;33;4;1-2-10-25-33+4;0;0;3;65256,5;339;1019,1;17193;8,8;237149;4,5;323392;2;6 191 982;eur;
2009152;SAMEDI  ;20090321;20090521;45;32;15;2;39;10;2-15-32-39-45+10;0;0;1;354080,5;433;1594,7;21016;14,6;344843;6,3;385107;2;6 666 118;eur;
2009151;MERCREDI;20090318;20090518;42;3;39;20;34;2;3-20-34-39-42+2;0;0;0;0;313;2765;16831;14,3;272881;6,3;360685;2;5 665 153;eur;
2009150;LUNDI   ;20090316;20090516;27;45;35;36;44;2;27-35-36-44-45+2;0;0;0;0;187;2946,5;10509;14,6;165409;6,6;249026;2;1 772 225;eur;
2009149;SAMEDI  ;20090314;20090514;27;18;20;11;38;6;11-18-20-27-38+6;0;0;0;0;755;1488,5;34001;9;472514;4,6;594861;2;1 609 089;eur;
2009148;MERCREDI;20090311;20090511;4;7;11;22;8;5;4-7-8-11-22+5;1;7000000;14;23792,1;2059;283;55059;4,5;522288;3,4;634284;2;5 997 205;eur;
2009147;LUNDI   ;20090309;20090509;27;32;5;40;3;9;3-5-27-32-40+9;0;0;0;0;316;1876,6;14759;11,1;227667;5,1;292065;2;5 111 818;eur;
2009146;SAMEDI  ;20090307;20090507;36;15;24;2;22;8;2-15-22-24-36+8;0;0;2;195543,1;696;1057,2;32670;9,8;457583;5;640933;2;6 294 934;eur;
2009145;MERCREDI;20090304;20090504;7;9;29;25;10;6;7-9-10-25-29+6;0;0;4;78637,3;1117;508,1;39735;6,1;464524;3,7;509807;2;4 542 487;eur;
2009144;LUNDI   ;20090302;20090502;41;29;14;48;8;10;8-14-29-41-48+10;0;0;1;190312,5;267;1328,5;13367;11,7;203038;5,5;180883;2;3 566 580;eur;
2009143;SAMEDI  ;20090228;20090430;45;14;41;25;16;10;14-16-25-41-45+10;0;0;2;191782,6;511;1397,7;26371;12;405498;5,5;398767;2;4 958 160;eur;
2009142;MERCREDI;20090225;20090427;15;4;21;30;36;4;4-15-21-30-36+4;1;3000000;0;0;476;1863,2;21906;11,2;321227;5,4;501479;2;3 518 889;eur;
2009141;LUNDI   ;20090223;20090425;3;14;34;31;22;7;3-14-22-31-34+7;0;0;0;0;291;1934,5;14325;10,8;211394;5,2;481449;2;8 042 727;eur;
2009140;SAMEDI  ;20090221;20090423;47;21;48;39;40;5;21-39-40-47-48+5;1;4000000;2;197491,7;398;1839,2;21074;15,5;350728;6,6;793381;2;3 670 096;eur;
2009139;MERCREDI;20090218;20090420;28;40;10;23;43;9;10-23-28-40-43+9;0;0;0;0;460;2006,1;22478;11,3;337348;5,4;450669;2;2 097 154;eur;
2009138;LUNDI   ;20090216;20090418;46;23;29;21;16;4;16-21-23-29-46+4;0;0;0;0;308;1921,2;14420;11,3;212839;5,4;332846;2;0 643 422;eur;
2009137;SAMEDI  ;20090214;20090416;12;24;18;44;16;4;12-16-18-24-44+4;1;17000000;4;118577,6;1140;766,2;44963;8,4;566081;4,7;788313;2;9 287 916;eur;
2009136;MERCREDI;20090211;20090413;35;46;10;1;14;8;1-10-14-35-46+8;0;0;2;155233,8;438;1301,4;21426;11,7;334666;5,3;496648;2;3 811 977;eur;
2009135;LUNDI   ;20090209;20090411;17;13;31;3;46;5;3-13-17-31-46+5;1;8000000;2;112577,8;441;929,7;19042;9,4;260907;4,9;434029;2;9 465 628;eur;
2009134;SAMEDI  ;20090207;20090409;4;16;34;22;49;10;4-16-22-34-49+10;0;0;4;110068,7;715;1112,4;33260;10,5;479056;5,2;433483;2;1 204 204;eur;
2009133;MERCREDI;20090204;20090406;20;43;47;27;10;3;10-20-27-43-47+3;0;0;0;0;565;1764,7;25567;10,7;377785;5,2;611119;2;6 825 028;eur;
2009132;LUNDI   ;20090202;20090404;4;38;12;31;41;8;4-12-31-38-41+8;0;0;2;107149,1;352;1099;15291;11,1;230085;5,2;340921;2;7 158 716;eur;
2009131;SAMEDI  ;20090131;20090402;6;31;40;18;36;7;6-18-31-36-40+7;0;0;1;377326,8;620;1202,6;27076;12,1;407317;5,7;1058232;2;4 415 044;eur;
2009130;MERCREDI;20090128;20090330;40;7;41;38;46;5;7-38-40-41-46+5;0;0;1;304179,8;274;2122,2;17777;14,6;290146;6,4;651836;2;9 639 641;eur;
2009129;LUNDI   ;20090126;20090328;39;8;13;49;10;10;8-10-13-39-49+10;0;0;2;108875,5;387;1019,3;18599;9,3;265670;4,6;199507;2;6 465 174;eur;
2009128;SAMEDI  ;20090124;20090326;5;40;15;20;28;10;5-15-20-28-40+10;1;2000000;9;47035,6;1025;734,9;36653;8,8;470927;4,9;407962;2;3 945 497;eur;
2009127;MERCREDI;20090121;20090323;32;47;10;35;3;3;3-10-32-35-47+3;1;10000000;2;190754,1;493;1439,3;23506;13,3;380558;5,9;680596;2;7 971 217;eur;
2009126;LUNDI   ;20090119;20090321;39;38;7;32;26;9;7-26-32-38-39+9;0;0;0;0;364;2103,7;17848;11,8;265909;5,7;388410;2;4 114 444;eur;
2009125;SAMEDI  ;20090117;20090319;2;46;27;37;5;4;2-5-27-37-46+4;0;0;4;115917,6;795;1057,9;35119;10,5;508375;5,1;765464;2;8 499 312;eur;
2009124;MERCREDI;20090114;20090316;5;42;1;19;13;3;1-5-13-19-42+3;0;0;4;94917,6;1184;584,7;44882;6,6;516222;4,1;653172;2;0 145 761;eur;
2009123;LUNDI   ;20090112;20090314;47;11;29;4;9;8;4-9-11-29-47+8;0;0;3;84411,9;699;656,4;27352;7,2;325137;4,3;379854;2;0 957 392;eur;
2009122;SAMEDI  ;20090110;20090312;49;40;21;10;44;2;10-21-40-44-49+2;0;0;1;398365,9;720;1101,2;33295;10,4;455763;5,4;547638;2;2 031 675;eur;
2009121;MERCREDI;20090107;20090309;37;39;9;33;11;8;9-11-33-37-39+8;0;0;2;168721,8;493;1266,3;24219;11,3;376306;5,2;540458;2;3 620 390;eur;
2009120;LUNDI   ;20090105;20090307;8;29;36;25;11;2;8-11-25-29-36+2;0;0;1;210628,2;443;904,5;19976;8,7;266132;4,6;316743;2;6 998 254;eur;
2009119;SAMEDI  ;20090103;20090305;47;22;24;12;38;1;12-22-24-38-47+1;0;0;6;73244,7;790;987,3;34753;9,8;494614;4,9;518899;2;4 311 756;eur;
2008118;MERCREDI;20081231;20090302;11;5;20;30;24;8;5-11-20-24-30+8;2;6000000;10;83599,5;2751;550,3;93724;6,9;1084762;4,3;1302044;2;6 285 459;eur;
2008117;LUNDI   ;20081229;20090228;26;38;14;21;27;4;14-21-26-27-38+4;0;0;0;0;403;1865,7;19774;10,5;288239;5,1;436993;2;5 017 654;eur;
2008116;SAMEDI  ;20081227;20090226;36;47;17;49;37;10;17-36-37-47-49+10;0;0;3;145573,4;503;1576,7;28825;12,2;401116;6,2;445153;2;3 561 533;eur;
2008115;MERCREDI;20081224;20090223;33;27;2;41;4;5;2-4-27-33-41+5;0;0;3;200585,4;909;1240,8;44611;11,1;665808;5,3;1167560;2;6 774 782;eur;
2008114;LUNDI   ;20081222;20090221;5;27;2;35;48;3;2-5-27-35-48+3;0;0;1;207590,1;604;658,7;16106;10,6;234250;5,2;381579;2;8 689 094;eur;
2008113;SAMEDI  ;20081220;20090219;41;46;2;22;26;5;2-22-26-41-46+5;1;5000000;4;108116,8;819;958,6;31308;10,9;448386;5,4;839014;2;4 361 908;eur;
2008112;MERCREDI;20081217;20090216;49;44;31;13;33;9;13-31-33-44-49+9;0;0;0;0;592;1624;25937;10,2;342138;5,5;490799;2;2 397 944;eur;
2008111;LUNDI   ;20081215;20090214;48;5;15;2;27;8;2-5-15-27-48+8;0;0;4;56610,2;540;748,4;19672;8,8;261748;4,7;334556;2;2 414 364;eur;
2008110;SAMEDI  ;20081213;20090212;24;38;8;42;31;7;8-24-31-38-42+7;0;0;2;198614,4;715;1046,8;29335;11,2;424491;5,5;1052157;2;4 129 493;eur;
2008109;MERCREDI;20081210;20090209;41;38;10;35;11;3;10-11-35-38-41+3;1;3000000;0;0;373;2454;19291;13,1;320851;5,6;560891;2;9 195 734;eur;
2008108;LUNDI   ;20081208;20090207;29;15;1;31;11;8;1-11-15-29-31+8;0;0;2;104119,1;518;736,4;20105;8,2;252954;4,6;326193;2;5 677 689;eur;
2008107;SAMEDI  ;20081206;20090205;48;2;5;13;24;4;2-5-13-24-48+4;1;4000000;2;207841,9;1117;713,3;44077;7,8;550413;4,4;709686;2;5 257 361;eur;
2008106;MERCREDI;20081203;20090202;26;29;34;42;31;10;26-29-31-34-42+10;0;0;1;308357,3;447;1334,9;20848;12,6;318038;5,9;342597;2;9 925 867;eur;
2008105;LUNDI   ;20081201;20090131;32;15;19;37;38;1;15-19-32-37-38+1;0;0;0;0;262;2441;12714;13,9;206405;6,1;295724;2;3 954 631;eur;
2008104;SAMEDI  ;20081129;20090129;18;36;20;32;22;7;18-20-22-32-36+7;1;3000000;1;390432,5;599;1288,6;28180;12,1;431569;5,6;1098874;2;8 323 773;eur;
2008103;MERCREDI;20081126;20090126;49;11;13;25;28;5;11-13-25-28-49+5;0;0;1;307027,8;1021;594,8;38466;6,8;455943;4,1;649693;2;9 712 006;eur;
2008102;LUNDI   ;20081124;20090124;43;36;31;30;17;8;17-30-31-36-43+8;1;6000000;1;234820,8;249;1767,6;13703;14,3;224414;6,2;383825;2;7 560 785;eur;
2008101;SAMEDI  ;20081122;20090122;45;12;30;36;20;6;12-20-30-36-45+6;0;0;1;405518,3;633;1270,6;30810;11,5;473429;5,3;681111;2;5 533 941;eur;
2008100;MERCREDI;20081119;20090119;34;26;37;41;2;4;2-26-34-37-41+4;0;0;1;320110;419;1479,4;18603;14,7;297534;6,6;569933;2;8 020 200;eur;
2008099;LUNDI   ;20081117;20090117;1;6;19;23;41;6;1-6-19-23-41+6;0;0;3;78605,3;487;868,1;21474;8,5;281263;4,6;357142;2;7 486 753;eur;
2008098;SAMEDI  ;20081115;20090115;41;10;48;43;22;3;10-22-41-43-48+3;0;0;1;410047,9;1125;738,7;36402;9,8;452219;5,6;781453;2;3 888 531;eur;
2008097;MERCREDI;20081112;20090112;45;35;34;40;23;5;23-34-35-40-45+5;1;3000000;0;0;369;2611,3;17861;15;278521;6,8;709296;2;6 163 242;eur;
2008096;LUNDI   ;20081110;20090110;12;9;21;45;38;6;9-12-21-38-45+6;0;0;2;117543,4;532;811,2;20218;9,2;279445;4,7;384092;2;6 047 419;eur;
2008095;SAMEDI  ;20081108;20090108;25;35;33;5;22;9;5-22-25-33-35+9;1;14000000;4;155085,4;925;1233,3;50060;10;694625;5,1;919776;2;5 537 888;eur;
2008094;MERCREDI;20081105;20090105;47;4;38;15;8;7;4-8-15-38-47+7;0;0;0;0;595;1841,5;28386;10,6;415874;5,2;998107;2;9 962 947;eur;
2008093;LUNDI   ;20081103;20090103;26;2;23;20;24;8;2-20-23-24-26+8;0;0;2;117362,2;432;988,6;19464;9,6;270653;4,9;361661;2;3 430 042;eur;
2008092;SAMEDI  ;20081101;20090101;22;4;27;36;45;3;4-22-27-36-45+3;0;0;3;140455,2;732;1054,8;31721;10,6;448841;5,3;718520;2;0 033 110;eur;
2008091;MERCREDI;20081029;20081229;43;28;22;41;49;4;22-28-41-43-49+4;0;0;2;176739,3;553;1189,2;23882;12,1;351544;5,8;573078;2;7 121 362;eur;
2008090;LUNDI   ;20081027;20081227;46;37;44;4;6;2;4-6-37-44-46+2;0;0;1;220687,8;215;1913,9;13291;13,8;219880;5,9;291500;2;5 089 982;eur;
2008089;SAMEDI  ;20081025;20081225;13;11;22;46;19;3;11-13-19-22-46+3;0;0;5;94058,7;1326;646,5;49652;7,4;622273;4,2;769020;2;9 314 736;eur;
2008088;MERCREDI;20081022;20081222;11;28;12;48;14;2;11-12-14-28-48+2;0;0;3;124698,6;830;828,5;35067;8,5;478108;4,4;474495;2;3 535 114;eur;
2008087;LUNDI   ;20081020;20081220;43;7;48;31;15;3;7-15-31-43-48+3;0;0;2;121230,9;395;1113,3;16549;11,6;250445;5,5;417834;2;3 684 075;eur;
2008086;SAMEDI  ;20081018;20081218;44;35;4;32;39;10;4-32-35-39-44+10;0;0;4;124798,2;572;1568,5;27458;14,5;428079;6,6;517431;2;6 297 506;eur;
2008085;MERCREDI;20081015;20081215;49;28;18;20;40;1;18-20-28-40-49+1;1;3000000;1;367165;712;1022,7;29068;10,9;416063;5,4;532554;2;4 425 002;eur;
2008084;LUNDI   ;20081013;20081213;11;10;41;37;48;4;10-11-37-41-48+4;0;0;1;245864,4;258;1790,1;15296;13,4;260429;5,6;385898;2;3 725 522;eur;
2008083;SAMEDI  ;20081011;20081211;46;22;10;39;20;4;10-20-22-39-46+4;1;7000000;1;485170,5;752;1294,2;37419;11,5;563108;5,4;836367;2;4 461 098;eur;
2008082;MERCREDI;20081008;20081208;24;48;32;41;22;1;22-24-32-41-48+1;0;0;1;388050;417;1822,6;22589;15;376622;6,4;606599;2;8 234 403;eur;
2008081;LUNDI   ;20081006;20081206;19;33;41;24;27;9;19-24-27-33-41+9;0;0;0;0;592;1617,6;24510;10,7;353526;5,3;471642;2;4 674 648;eur;
